//////////////////////////////////////////////// SUNNY
// Amb     Dir          Sky top			Sky bot		SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  TreeShd FarClp  FogSt	LightOnGround LowCloudsRGB TopCloudRGB BottomCloudRGB
// Midnight
85 85 85   255 255 255  90 155 255     	255 255 255	255 128 0      	255 0 0     2.5    1.0      0.3     150		0      0	2000.0   10.0	1.0	120 100 100	255 255 255	120 120 120			050  050  200  80
// Amb 		Dir 	Sky top 	Sky bot		SunCore		SunCorona   SunSz  SprSz	SprBght	Shdw 	LightDhd  TreeShd  FarClp  FogSt	LightOnGround LowCloudsRGB TopCloudRGB BottomCloudRGB
// Midday
85 85 85   255 255 255 	90 200 255   	255 255 255	255 128 0    	255 128 0   2.5    1.0      0.3     150		0      0	2000.0   10.0	1.0	120 100 100	255 255 255	120 120 120			050  050  200  80
// 1PM
85 85 85   255 255 255 	90 155 255   	255 255 255	255 128 0      	255 0 0     2.5    1.0      0.3     150		0      0	2000.0   10.0	1.0	120 100 100	255 255 255	120 120 120			050  050  200  80
// 2PM
85 85 85   255 255 255	 90 155 255   	255 255 255	255 128 0    	255 128 120 2.5    1.0      0.3     150		0      0	2000.0   10.0	1.0	120 100 100	255 255 255	120 120 120			050  050  200  70
// 3PM	
85 85 85   255 255 255 	90 155 255   	255 255 255	255 128 0      	255 120 120 2.5    1.0      0.3     150		0      0	2000.0   10.0	1.0	120 100 100	255 255 255	120 120 120			050  050  200  40
// 4PM	
85 85 85  255 255 255  	90 155 255  	255 255 255	255 128 0      	255 120 120 2.8    1.0      0.3     140		0      0	2000.0   10.0	1.0	120 100 100	255 255 255	120 120 120			050  050  200  40
// 5PM
85 85 85   255 253 250 	90 155 255    	165 165 165	255 128 0      	255 120 120 7.0    1.0      0.8     140		0      0	2000.0   10.0	0.4	120 100 100	255 255 255	120 120 120			050  050  200  40
// 6PM
85 85 85   255 255 170 	114 163 192   	165 159 146	255 128 0      	255 0 0     7.5    1.0      0.9     120     0      0	2000.0   10.0	0.5	120 40 40	172 172 140	200 107 100			050  050  200  40
// 7PM
90 65 27   215 125 147 	109 142 157   	165 155 130	255 128 0      	255 0 0     7.5    1.0      1.0     110     40     0	2000.0   10.0	0.75	120 40 40	148 168 168	200 123 96			050  050  200  50
// 8PM
75 75 45   102 102 103 	109 142 189   	165 155 130	255 128 0      	155 0 0     2.0    1.0      1.0     100     60     0	2000.0   10.0	1.0	120 40 40	111 91 78	150 119 109			050  050  200  70
// 9PM
75 75 45   102 102 103 	30 20 50   		155 155 130	255 5 0        	55 0 0      2.5    1.0      1.0     100     80     0	2000.0   10.0	1.0	100 34 25	100 85 82	69 56 52			050  050  200  80
// 10PM
75 75 45   102 102 103	 20 15 45    	66 66 64	255 5 8        	5 8 0       1.0    1.0      1.0     160      100   0	 2000.0   10.0	1.0	70 27 10	45 52 53	52 64 67			050  050  200  90
// 11PM
75 75 45   102 102 103 	15 10 40   		55 45 45	255 5 0        	5 0 0       1.0    1.0      1.0     160      100   0	 2000.0   10.0	1.0	30 20 0		23 32 33	30 33 34			050  050  200  80
//
///////////////////////0 0 5////////////////////////////////////////////////////////////// CLOUDY
//
// Amb 		Dir 		Sky top 		Sky bot			SunCore			 SunCorona 	SunSz  SprSz 	SprBght	Shdw   LightShd  TreeShd   FarClp  FogSt	LightOnGround LowCloudsRGB TopCloudRGB BottomCloudRGB
// Midnight
40 40 30   200 200 210  40 40 40        50 50 50		10 10 0         10 0 0      1.0    1.0      1.0     200     100  0	1150.0   -22.0	1.0    30 20 0      	70 70 70        40 40 40				050  050  200  104
// 1AM
40 40 30   200 200 214  40 40 40         50 50 50		10 10 0         10 0 0      1.0    1.0      1.0     200	    100  0	1150.0   -22.0     1.0   30 20 0      70 70 70        40 40 40				020  150  250  114
// 2AM
40 40 30   200 200 210  40 40 40         50 50 50		10 10 0         10 0 0      1.0    1.0      1.0     200     100  0	1150.0   -22.0     1.0   30 20 0      70 70 70        40 40 40				020  150  250  114
// 3AM
40 40 30   200 200 210  40 40 40         50 50 50		10 10 0         10 0 0      1.0    1.0      1.0     200     100  0	1150.0   -22.0     1.0   30 20 0      70 70 70        40 40 40				020  150  250  114
// 4AM
40 40 30   200 200 210  40 40 40     	50 50 50		10 10 0         10 0 0      1.0    1.0      1.0     200     100  0	1150.0   -22.0     1.0   30 20 0      70 70 70        40 40 40				020  150  250  114
// 5AM
40 40 30   200 200 210  40 40 40     	50 50 50		10 10 0         10 0 0      1.0    1.0      1.0     200     100  0	1150.0   -22.0     1.0   70 27 10     70 70 70        40 40 40				020  150  250  114
// 6AM
85 85 85   150 150 150  40 40 40     	50 50 50		10 10 0         10 0 0      3.4    0.9      0.9     200     100  0	1150.0   -22.0     0.75 100 34 25     70 70 70        70 70 70				050  150  250  114
// 7AM
85 85 85   150 150 150  80 80 80     	50 50 50		10 10 0         10 0 0      2.5    0.7      0.8     200     50   0	1150.0   -22.0     0.5  120 40 40     70 70 70        70 70 70				050  050  250  80
// 8AM
85 85 85   150 150 150  170 170 170     180 180 180		10 10 0         10 0 0      2.5    0.5      0.7     80 	   0     0	1150.0   -22.0     0.4  120 40 40     130 130 130     70 70 70				050  050  200  80
// 9AM
85 85 85   215 215 215  170 170 170     180 180 180   	10 10 0         10 0 0      2.0    0.5      0.7     80    0      0	1150.0   -22.0     0.3  120 40 40      130 130 130     70 70 70			050  050  200  80
// 10AM
85 85 85   215 215 215  170 170 170    	180 180 180   	10 10 0         10 0 0      1.0    0.5      0.7     80    0      0	1150.0   -22.0     0.3  120 100 100    130 130 130     70 70 70			050  050  200  80
// 11AM
85 85 85   215 215 215  170 170 170    	180 180 180   	10 10 0         10 0 0      1.0    0.5      0.7     80    0      0	1150.0   -22.0     0.3  120 100 100    130 130 130     70 70 70			050  050  200  80
// Amb 		Dir 	Sky top 	Sky bot		SunCore SunCorona 		SunSz  SprSz 	SprBght		Shdw 	  TreeShd FarClp  FogSt	LightOnGround LowCloudsRGB CloudI TopCloudRGB BottomCloudRGB
// Midday
85 85 85   215 215 215  170 170 170    	180 180 180   	10 10 0         10 0 0      1.0    0.5      0.7     80    0      0	1150.0   -22.0     0.3  120 100 100    130 130 130     70 70 70			050  050  200  80
// 1PM
85 85 85   215 215 215  170 170 170    	180 180 180   	10 10 0         10 0 0      1.0    0.5      0.7     80    0      0	1150.0   -22.0     0.3  120 100 100    130 130 130     70 70 70			050  050  200  80
// 2PM
85 85 85   215 215 215  170 170 170    	180 180 180   	10 10 0         10 0 0      1.5    0.5      0.7     80    0      0	1150.0   -22.0     0.3  120 100 100    130 130 130     70 70 70			050  050  200  80
// 3PM
85 85 85   215 215 215  170 170 170     180 180 180   	10 10 0         10 0 0      2.5    0.5      0.7     80    0      0	1150.0   -22.0     0.3  120 100 100    130 130 130     170 170 170			050  050  200  80
// 4PM
85 85 85   215 215 215  170 170 170    	180 180 180   	10 10 0         10 0 0      2.8    0.5      0.7     80    0      0	1150.0   -22.0     0.3  120 100 100    130 130 130     170 170 170			050  050  200  70
// 5PM
85 85 85   215 213 210  170 170 170    	180 180 180   	10 10 0         10 0 0      3.0    0.7      0.8     80    0      0	1150.0   -22.0     0.4  120 40 40      130 130 130     170 170 170			050  050  200  70
// 6PM
85 85 85   215 215 210  170 170 170    	180 180 180   	10 10 0         10 0 0      3.5    0.9      0.9     80    0      0	1150.0   -22.0     0.5  120 40 40      130 130 130     170 170 170			050  050  200  70
// 7PM
40 50 60   205 205 207  100 100 100    	110 110 110   	10 10 0         10 0 0      3.5    1.0      1.0     80     0     0	1150.0   -22.0     0.75  120 40 40    150 150 150        40 40 40			050  050  200  80
// 8PM
40 50 60   204 202 207  80 80 80        80 80 80   		10 10 0         10 0 0      2.0    1.0      1.0     80     50    0	1150.0   -22.0     1.0  120 40 40     150 150 150        40 40 40			050  050  200  80
// 9PM
40 50 20   205 202 207  40 40 40        80 80 80   		10 10 0         10 0 0      2.5    1.0      1.0     200     100  0	1150.0   -22.0     1.0  100 34 25     70 70 70        40 40 40				050  050  200  80
// 10PM	
40 40 30   205 208 200  40 40 40        80 80 80   		10 10 0         10 0 0      1.0    1.0      1.0	    200     100  0	1150.0   -22.0     1.0   70 27 10     70 70 70        40 40 40				050  050  200  114
// 11PM
40 40 30   205 205 200  40 40 40        80 80 80   		10 10 0         10 0 0      1.0    1.0      1.0     200     100  0	1150.0   -22.0     1.0   30 20 0      70 70 70        40 40 40				050  050  200  114
//
///////////////////////////////////////////////////////////////////////////////////// RAINY
//
// Amb 		Dir 	Sky top 	Sky bot		SunCore SunCorona 		SunSz  SprSz 	SprBght		Shdw 	LightShd  TreeShd   FarClp  FogSt	LightOnGround LowCloudsRGB TopCloudRGB BottomCloudRGB
// Midnight
17 36 48   100 100 105  40 40 40     50 50 50		0 0 0        0 0 0  	       1.0    1.0       1.0             200         100     150	650.0   5.0	    1.0   30 20 0      50 50 50        50 25 0			007  234  134  100
// 1AM
17 36 48   100 100 107  40 40 40     50 50 50		0 0 0        0 0 0             1.0    1.0       1.0             200         100       150	650.0   5.0	1.0   30 20 0      50 50 50        0 0 0		007  234  134  100
// 2AM
17 36 48   100 100 105  40 40 40     50 50 50		0 0 0        0 0 0             1.0    1.0       1.0             200         100       150	650.0   5.0	1.0   30 20 0      50 50 50        0 0 0		007  234  134  100
// 3AM
17 36 48   100 100 105  40 40 40       50 50 50		0 0 0        0 0 0             1.0    1.0       1.0             200         100       150	650.0   5.0	1.0   30 20 0      50 50 50        0 0 0		007  234  134  100
// 4AM
17 36 48   100 100 105  40 40 40       50 50 50		0 0 0        0 0 0             1.0    1.0       1.0             200         100       150	650.0   5.0	1.0   30 20 0      50 50 50        0 0 0		007  234  134  100
// 5AM
17 36 48   100 100 105  40 40 40       50 50 50		0 0 0        0 0 0             1.0    1.0       1.0             200         100       150	650.0   5.0	1.0   70 27 10     50 50 50        0 0 0		007  234  134  100
// 6AM
17 36 48   107 107 105  40 40 40       50 50 50		0 0 0        0 0 0             3.4    0.9       0.9             200         100       150	650.0   5.0	0.9 100 34 25      50 50 50        0 0 0		007  234  134  100
// 7AM
17 36 48   197 197 195  40 40 40    50 50 50		0 0 0        0 0 0             2.5    0.7       0.8             80         80        150	650.0   5.0	0.8  120 40 40     150 150 150     0 0 0		028  191  003  100
// 8AM
85 85 85   197 197 195  40 40 40     50 50 50		0 0 0        0 0 0             2.5    0.5       0.7             80         50         150	650.0   5.0	0.7  120 40 40     150 150 150     0 0 0		050  150  100  90
// 9AM
85 85 85   197 197 195  80 80 80        70 70 70	0 0 0        0 0 0             2.0    0.5       0.7             80         50        150	650.0   5.0	0.7  120 40 40     150 150 150     0 0 0		050  150  100  90
// 10AM
85 85 85   197 197 195  80 80 80        70 70 70	0 0 0        0 0 0             1.0    0.5       0.7             80         50        150	650.0   5.0	0.7  120 100 100   150 150 150     0 0 0		050  150  100  90
// 11AM
85 85 85   197 197 195  80 80 80        70 70 70	0 0 0        0 0 0             1.0    0.5       0.7             80         50        150	650.0   5.0	0.7  120 100 100   150 150 150     0 0 0		050  150  100  90
// Amb 		Dir 	Sky top 	Sky bot		SunCore SunCorona 		SunSz  SprSz 	SprBght		Shdw   TreeShd	FarClp  FogSt	LightOnGround LowCloudsRGB TopCloudRGB BottomCloudRGB
// Midday
85 85 85   197 197 195  80 80 80       70 70 70 	0 0 0        0 0 0             1.0    0.5       0.7             80         50        150	650.0   5.0	0.7  120 100 100   150 150 150     0 0 0		050  150  100  80
// 1PM
85 85 85   197 197 195  80 80 80       70 70 70    	0 0 0        0 0 0				1.0    0.5       0.7             80         50        150	650.0   5.0	0.7  120 100 100   150 150 150     0 0 0		050  150  100  70
// 2PM
85 85 85   197 197 195  80 80 80       70 70 70	   	0 0 0        0 0 0             1.5    0.5       0.7             80          50        150	650.0   5.0	0.7  120 100 100   150 150 150     0 0 0		050  150  100  70
// 3PM
85 85 85   197 197 195  80 80 80       70 70 70	   	0 0 0        0 0 0             2.5    0.5       0.7             80          50        150	650.0   5.0	0.7  120 100 100   150 150 150     0 0 0		050  150  100  70
// 4PM
85 85 85   197 197 195  80 80 80       70 70 70	   	0 0 0        0 0 0             2.8    0.5       0.7             80          50        150	650.0   5.0	0.7  120 100 100   150 150 150     0 0 0		050  150  100  70
// 5PM
85 85 85   197 197 195  80 80 80       70 70 70	    0 0 0        0 0 0             3.0    0.7       0.8             80          50        150	650.0   5.0	0.7  120 40 40     150 150 150     0 0 0		050  150  100  70
// 6PM
85 85 85   197 197 195  80 80 80       70 70 70		0 0 0        0 0 0             3.5    0.9       0.9             80          50        150	650.0   5.0	0.8  120 40 40     150 150 150     0 0 0		020  150  200  80
// 7PM
34 72 92   197 197 195  80 80 80       70 70 70		0 0 0        0 0 0             3.5    1.0       1.0             80          50        150	650.0   5.0	0.9  120 40 40     150 150 150     0 0 0		020  150  200  80
// 8PM
66 97 122   197 255 255  40 40 40       70 70 70	0 0 0        0 0 0             2.0    1.0       1.0     80          80       150	650.0   5.0	1.0  120 40 40     50 50 50        0 0 0		020  150  200  80
// 9PM
66 97 122   197 255 255  40 40 40       50 50 50  	0 0 0        0 0 0             2.5    1.0       1.0             200          100      150	650.0   5.0	1.0  100 34 25     50 50 50        0 0 0		020  150  200  80
// 10PM
66 97 122   255 255 255  40 40 40       50 50 50	0 0 0        0 0 0             1.0    1.0       1.0     200          100      150	650.0   5.0	1.0   70 27 10     50 50 50        0 0 0		007  234  134  100
// 11PM
17 36 48   102 102 100  40 40 40       50 50 50		0 0 0        0 0 0             1.0    1.0       1.0	        200          100      150	650.0   5.0	1.0   30 20 0      50 50 50        0 0 0		007  234  134  100
//
///////////////////////////////////////////////////////////////////////////////////// FOGGY
//
// Amb 		Dir 	Sky top 	Sky bot			SunCore 	SunCorona SunSz  SprSz 	SprBght       Shdw 	LightShd  TreeShd   FarClp  FogSt	LightOnGround LowCloudsRGB TopCloudRGB BottomCloudRGB
// Midnight
40 40 40   200 200 210  50 50 50     50 50 50		10 10 0        10 0 0  	       1.0    1.0       1.0             60         50         100	150.0   -200.0       1.0   30 20 0      0 0 0      0 0 0			166  120  008  110
// 1AM
40 40 40   200 200 214  50 50 50     50 50 50		10 10 0        10 0 0          1.0    1.0       1.0             60         50         100	150.0   -200.0       1.0   30 20 0      0 0 0      0 0 0			166  120  008  110
// 2AM
40 40 40   200 200 210  50 50 50     50 50 50		10 10 0        10 0 0          1.0    1.0       1.0             60         50         100	150.0   -200.0       1.0   30 20 0      0 0 0      0 0 0			166  120  008  110
// 3AM
40 40 40   200 200 210  50 50 50     50 50 50		10 10 0        10 0 0          1.0    1.0       1.0             60         50         100	150.0   -200.0       1.0   30 20 0      0 0 0      0 0 0			166  120  008  110
// 4AM
40 40 40   200 200 210  50 50 50     50 50 50		10 10 0        10 0 0          1.0    1.0       1.0             60         50         100	150.0   -200.0       1.0   30 20 0      0 0 0      0 0 0			166  120  008  110
// 5AM
40 40 40   200 200 210  50 50 50     50 50 50		10 10 0        10 0 0          1.0    1.0       1.0             60         50         100	150.0   -200.0       1.0   70 27 10     0 0 0      0 0 0			166  120  008  110
// 6AM
40 40 40   215 215 210  50 50 50     50 50 50		10 10 0        10 0 0          3.4    0.9       0.9             60         50         100	150.0   -200.0       0.75 100 34 25     0 0 0      0 0 0			166  120  008  110
// 7AM
40 40 40   215 215 210  50 50 50    50 50 50		10 10 0        10 0 0          2.5    0.7       0.8             60         50         100	150.0   -200.0       0.6  120 40 40     0 0 0      0 0 0			166  120  008  110
// 8AM
40 40 40   215 215 215  100 100 100     100 100 100		10 10 0        10 0 0          2.5    0.5       0.7             60         50         100	150.0   -100.0       0.5  120 40 40     0 0 0      0 0 0			166  120  008  110
// 9AM
40 40 40   215 215 215  130 130 130     130 130 130	10 10 0        10 0 0          2.0    0.5       0.7             60         50         100	190.0   -50.0       0.4  120 40 40     0 0 0      0 0 0			050  050  100  110
// 10AM
40 40 40   215 215 215  130 130 130     130 130 130	10 10 0        10 0 0          1.0    0.5       0.7             60         50         150	220.0   -50.0       0.3  120 100 100   0 0 0      0 0 0			050  050  100  110
// 11AM
40 40 40   215 215 215  180 180 180     180 180 180	10 10 0        10 0 0          1.0    0.5       0.7             60         50         180	250.0   -50.0       0.3  120 100 100   0 0 0      0 0 0			050  050  100  110
// Amb 		Dir 	Sky top 	Sky bot			SunCore 	SunCorona SunSz  SprSz 	SprBght	Shdw 	  TreeShd FarClp  FogSt	LightOnGround LowCloudsRGB TopCloudRGB BottomCloudRGB
// Midday
40 40 40   215 215 215  180 180 180    180 180 180	10 10 0        10 0 0          1.0    0.5       0.7             60         50         180	250.0   -30.0       0.3  120 100 100   0 0 0      0 0 0			050  050  100  110
// 1PM
40 40 40   215 215 215  180 180 180    180 180 180	10 10 0        10 0 0          1.0    0.5       0.7             60         50         180	250.0   -30.0       0.3  120 100 100   0 0 0      0 0 0			050  050  100  110
// 2PM
40 40 40   215 215 215  180 180 180    180 180 180	10 10 0        10 0 0          1.5    0.5       0.7             60         50         180	250.0   -30.0       0.3  120 100 100   0 0 0      0 0 0			050  050  100  110
// 3PM
40 40 40   215 215 215  180 180 180    180 180 180	10 10 0        10 0 0          2.5    0.5       0.7             60         50         180	250.0   -30.0       0.3  120 100 100   0 0 0      0 0 0			050  050  100  110
// 4PM
40 40 40   215 215 215  180 180 180    180 180 180	10 10 0        10 0 0          2.8    0.5       0.7             60         50         180	250.0   -30.0       0.4  120 100 100   0 0 0      0 0 0			050  050  100  110
// 5PM
40 40 40   215 213 210   180 180 180    180 180 180	10 10 0        10 0 0          3.0    0.7       0.8             60         50         170	200.0   -50.0       0.5  120 40 40     0 0 0      0 0 0			050  050  100  110
// 6PM
40 40 40   215 215 210  130 130 130      130 130 130	10 10 0        10 0 0		3.5    0.9       0.9             60         50         160	190.0   -60.0       0.6  120 40 40     0 0 0      0 0 0			050  050  100  110
// 7PM
40 40 40   205 205 207  100 100 105      100 100 105	10 10 0        10 0 0    	3.5    1.0       1.0             60         50         150	150.0   -70.0       0.75 120 40 40     0 0 0      0 0 0			050  050  100  110
// 8PM
40 40 40   204 202 207  100 100 105      100 100 100	10 10 0        10 0 0     	 2.0    1.0       1.0             60         50         140	150.0   -80.0       1.0  120 40 40     0 0 0      0 0 0		050  050  150  110
// 9PM
40 40 40   205 202 207  80 80 80        80 80 80	10 10 0        10 0 0          2.5    1.0       1.0		        60         50         130	150.0   -100.0       1.0  100 34 25     0 0 0      0 0 0		050  050  200  110
// 10PM
40 40 40    205 208 200   60 60 60        60 60 60	10 10 0        10 0 0          1.0    1.0       1.0	            60         50         100	150.0   -100.0       1.0   70 27 10     0 0 0      0 0 0		050  050  200  110
// 11PM
40 40 40   205 205 200  50 50 50      50 50 50  	10 10 0        10 0 0          1.0    1.0       1.0	            60         50         100	150.0   -100.0       1.0   30 20 0      0 0 0      0 0 0		050  050  200  110
