//////////////////////////////////////////////////////////////////////////
// SUNNY

// AMBIENT     XXXXXXXX      EMISSION      AMB OBJ      DIR            SKY TOP      SKY BOT       SUNCORE       SUNCORONA   SUNSZ   SPRSZ  SPRBR SHDW LTSHD TREESH FARCLP FOGST LTGRD LOWCLOUDSRGB  TOPCLOUDRGB   BOTCLDRGB     BLURRGB       WATERRGBA
// MIDNIGHT
252 250 196   100 100 100    59  45  33    -1  -1  -1   255 255 255    -1  -1  -1    -1  -1  -1    -1  -1  -1   255 113   0    9.7   -1.0    1.0    -1   0  -1   -1.0   -1.0    1.0   120  40  40   255 255 255   205 205 205    11  53  60   189 188 219  80
// 10AM
 -1  -1  -1   100 100 100    -1  -1  -1    56  47  44    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   255 128   0    8.8   -1.0    1.0    -1   0  -1   -1.0   -1.0    1.0   120 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1  80
// 11AM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    7.8   -1.0    1.0    -1   0  -1   -1.0   -1.0    1.0   120 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1  80
// NOON
156 191 182   100 100 100    60  57  30    66  59  47   255 255 255   173 211 255   173 255 250   254 255 255   255 128   0    6.9   -1.0    1.0    -1   0 253   -1.0   -1.0    1.0   120 100 100    -1  -1  -1   241 241 241    37 126 157   100 108 123  80
// 1PM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   255 128  60    7.8   -1.0    1.0   255   0  -1 1194.3   10.6    1.0   120 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1  80
// 2PM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    8.6   -1.0    1.0    -1   0  -1   -1.0   -1.0    1.0   120 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1  70
// 3PM
171 177 155   100 100 100    65  65  65    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    9.5   -1.0    1.0    -1   0  -1   -1.0   -1.0    1.0   120 100 100    -1  -1  -1    31  31  31     3  71 102    -1  -1  -1  40
// 4PM
171 168 132   100 100 100    -1  -1  -1    47  38  33   255 255 253    43 113 192    27 195 206    -1  -1  -1   255 120 120   11.3   -1.0    1.0    -1   0  -1   -1.0   -1.0    1.0   120 100 100    -1  -1  -1    31  23  22     7 133 211    -1  -1  -1  40
// 5PM
194 186 126   100 100 100    50  61  66    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   255 120 120   13.1   -1.0    1.0    -1   0 225   -1.0   -1.0    0.4   120 100 100   255 255 255    -1  -1  -1    -1  -1  -1   165 143 170  40
// 6PM
183 168 129   100 100 100    38  24  42    51  41  35    -1  -1  -1   216 150  82   222 118  60   255 119   0   255   0   0   14.9   -1.0    1.0   254   0  -1   -1.0   -1.0    0.5   120  40  40   200 171 139    64  25  23   149  49   0   179 149 173  40
// 7PM
171 161 139   100 100 100    39  22   5    48  41  36   255 255 253    -1  -1  -1    -1  -1  -1   255 128   0   255   0   0   14.1   -1.0    1.0    -1  40  33   -1.0   -1.0    0.8   120  40  40    77  66  71    98  98  98   143  40   0    -1  -1  -1  50
// 8PM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   255 128   0   155   0   0   -1.0   -1.0    1.0    -1  60  -1   -1.0   -1.0   -1.0   120  40  40    74  51  47    -1  -1  -1    -1  -1  -1    -1  -1  -1  70
// 9PM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1   210 204 217    54  50  90    70  60  61   255   5   0    55   0   0   -1.0   -1.0    1.0   188  80   0  982.6   -1.0   -1.0   100  34  25    -1  -1  -1    -1  -1  -1     0 218 184    -1  -1  -1  80
// 10PM
 -1  -1  -1    95  95  95    -1  -1  -1    30  37  42    -1  -1  -1    -1  -1  -1    48  41  45   255   5   8     5   8   0   -1.0   -1.0    1.0    -1 100  -1   -1.0   -1.0   -1.0    70  27  10    27  26  45    34  38  49     0 234 204    -1  -1  -1  90
// 11PM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    26  23  29   255   5   0     5   0   0   -1.0   -1.0    1.0    -1 100  -1   -1.0   -1.0   -1.0     2   1   0    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1  80

//////////////////////////////////////////////////////////////////////////
// CLOUDY

// AMBIENT     XXXXXXXX      EMISSION      AMB OBJ      DIR            SKY TOP      SKY BOT       SUNCORE       SUNCORONA   SUNSZ   SPRSZ  SPRBR SHDW LTSHD TREESH FARCLP FOGST LTGRD LOWCLOUDSRGB  TOPCLOUDRGB   BOTCLDRGB     BLURRGB       WATERRGBA
// MIDNIGHT
218 225 144    95  95  95    22  47  59    30  30  30    75  75  75    28  27  26    -1  -1  -1    10  10   0    10   0   0   -1.0    1.6    1.0   200 100   0 1268.5 -164.4    1.0    11   4   0    29  27  36    22  22  22    71  68  55    50  50  50 104
// 1AM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1    -1  -1  -1    19  18  18     0   0   0    10  10   0    10   0   0   -1.0   -1.0    1.0   200 100   0   -1.0   -1.0    1.0    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 114
// 2AM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    10  10   0    10   0   0   -1.0   -1.0    1.0   200 100   0   -1.0   -1.0    1.0    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 114
// 3AM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    10  10   0    10   0   0   -1.0   -1.0    1.0   200 100   0   -1.0   -1.0    1.0     2   1   0    -1  -1  -1     9   9   9    -1  -1  -1    -1  -1  -1 114
// 4AM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1    -1  -1  -1    20  20  20    10   9   7    10  10   0    10   0   0   -1.0   -1.0    1.0   200 100   0   -1.0   -1.0    1.0    30  20   1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 114
// 5AM
172 171 163    95  95  95    27  33  36    -1  -1  -1    -1  -1  -1    49  49  49    -1  -1  -1    -1  -1  -1    -1  -1  -1    9.7   -1.0    1.0   200 100   0   -1.0   -1.0    1.0    70  27  10    39  39  39    54  54  54    -1  -1  -1    -1  -1  -1 114
// 6AM
183 164 155    90  90  90    -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    86  74  63    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0   200 100   0   -1.0 -122.9    0.8   100  34  25    70  70  70    70  70  70    -1  -1  -1    -1  -1  -1 114
// 7AM
195 195 195    90  90  90    39  34  23    63  63  63   155 155 113    -1  -1  -1   176 163 142    47  39  22    54  40   0   -1.0   -1.0    1.0   200  50   0   -1.0   -1.0    0.5   120  40  40    70  70  70    70  70  70     0   0   0    -1  -1  -1  80
// 8AM
 -1  -1  -1   100  90  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   114 105  83    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0    -1   0   0   -1.0   -1.0    0.4   120  40  40   130 130 130    70  70  70    -1  -1  -1    -1  -1  -1  80
// 9AM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0    -1   0   0   -1.0   -1.0    0.3   120  40  40   130 130 130    70  70  70    -1  -1  -1    -1  -1  -1  80
// 10AM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0    -1   0   0   -1.0   -1.0    0.3   120 100 100   130 130 130    70  70  70    -1  -1  -1    -1  -1  -1  80
// 11AM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0    -1   0   0   -1.0   -1.0    0.3   120 100 100   130 130 130    70  70  70    -1  -1  -1    -1  -1  -1  80
// NOON
188 210 209   100 100 100    28  26  24    46  46  46   189 189 124   255 255 255   170 168 123   255 255 255    72  72  72    3.3    1.0    1.0   130   0   0 1150.0 -133.5    0.3   120 100 100   130 130 130    70  70  70    10   0   0    -1  -1  -1  80
// 1PM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0    -1   0   0   -1.0   -1.0    0.3   120 100 100   130 130 130    70  70  70    -1  -1  -1   145 139 122  80
// 2PM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0    -1   0   0   -1.0   -1.0    0.3   120 100 100   130 130 130    70  70  70    -1  -1  -1    -1  -1  -1  80
// 3PM
214 233 220   100 100 100    10   5   7    -1  -1  -1   176 176 130    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    9.4   -1.0    1.0    -1   0   0   -1.0   -1.0    0.3   120 100 100   130 130 130    -1  -1  -1    -1  -1  -1    -1  -1  -1  80
// 4PM
 -1  -1  -1   100 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    97  97  97   157 157 157    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0    -1   0   0   -1.0   -1.0    0.3   120 100 100    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1  70
// 5PM
 -1  -1  -1   100 100 100    -1  -1  -1    45  45  45    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0   -1.0    1.0    -1   0   0   -1.0   -1.0    0.4   120  40  40   105 105 105    52  52  52    -1  -1  -1    -1  -1  -1  70
// 6PM
179 189 138   100 100 100    41  23  24    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    4.9   -1.0    1.0    -1   0   0 1146.8 -168.1    0.5   120  40  40    -1  -1  -1    -1  -1  -1     4  10  12    -1  -1  -1  70
// 7PM
 -1  -1  -1   100 100 100    -1  -1  -1    45  45  45    94  94  94    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    8.6   -1.0    1.0    -1   0   0   -1.0   -1.0    0.8   120  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1  80
// 8PM
 -1  -1  -1    95  95  95    51  55  74    38  38  38    97  97  97    66  62  58    76  76  51    10  10   0    10   0   0   -1.0   -1.0    1.0    -1  50   0   -1.0   -1.0    1.0   120  40  40    69  69  69    27  27  27     0   5  12    -1  -1  -1  80
// 9PM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    10  10   0    10   0   0   -1.0   -1.0    1.0    -1 100   0   -1.0   -1.0    1.0   100  34  25    57  57  57    14  14  14    -1  -1  -1    -1  -1  -1  80
// 10PM
 -1  -1  -1    95  95  95    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    38  38  38    10  10   0    10   0   0   -1.0   -1.0    1.0   200 100   0   -1.0   -1.0    1.0    70  27  10    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 114
// 11PM
 -1  -1  -1    95  95  95    -1  -1  -1    41  41  41    -1  -1  -1    -1  -1  -1    -1  -1  -1    10  10   0    10   0   0   -1.0   -1.0    1.0   200 100   0   -1.0   -1.0    1.0    19   7   0    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 114

//////////////////////////////////////////////////////////////////////////
// RAINY

// AMBIENT     XXXXXXXX      EMISSION      AMB OBJ      DIR            SKY TOP      SKY BOT       SUNCORE       SUNCORONA   SUNSZ   SPRSZ  SPRBR SHDW LTSHD TREESH FARCLP FOGST LTGRD LOWCLOUDSRGB  TOPCLOUDRGB   BOTCLDRGB     BLURRGB       WATERRGBA
// MIDNIGHT
152 156 178    34  72  96     2   3   5    23  34  43   201 201 208    24  24  24    12  12  12     0   0   0     0   0   0    2.6   -1.0    1.0   203 100   0  650.0 -185.8    1.0    30  20   0    50  50  50    17  13   4     7 140  24    47  75  82 100
// 1AM
 -1  -1  -1    34  72  96    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1     0   0   0     0   0   0    1.4    1.5   -1.0    -1 100  -1  650.0   -1.0    1.0    30  20   0    50  50  50     0   0   0    -1  -1  -1    -1  -1  -1 100
// 2AM
 -1  -1  -1    34  72  96    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1     0   0   0     0   0   0   -1.0   -1.0    1.0    -1 100  -1  650.0   -1.0    1.0    30  20   0    50  50  50     0   0   0    -1  -1  -1    -1  -1  -1 100
// 3AM
 -1  -1  -1    17  36  48    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1     0   0   0     0   0   0   -1.0   -1.0    1.0    -1 100  -1  650.0   -1.0    1.0    30  20   0    50  50  50     0   0   0    -1  -1  -1    -1  -1  -1 100
// 4AM
 -1  -1  -1    17  36  48    -1  -1  -1    -1  -1  -1    -1  -1  -1    45  45  45    58  58  58     0   0   0     0   0   0   -1.0   -1.0    1.0    -1 100  -1  650.0   -1.0    1.0    30  20   0    50  50  50     0   0   0    -1  -1  -1    -1  -1  -1 100
// 5AM
 -1  -1  -1    34  72  96    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    86  54  54    17  17   0   15.0    1.5    1.0    -1 100  -1  650.0   -1.0    1.0    70  27  10    50  50  50     0   0   0    -1  -1  -1    -1  -1  -1 100
// 6AM
 -1  -1  -1    34  72  96    -1  -1  -1    23  27  36    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0    0.9    1.0    -1 100  -1  650.0   -1.0    0.9   100  34  25    50  50  50     0   0   0    -1  -1  -1    -1  -1  -1 100
// 7AM
 -1  -1  -1    34  72  96    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    59  59  59     0   0   0   -1.0    0.7    1.0    -1  80  -1  650.0   -1.0    0.8   120  40  40   150 150 150     0   0   0    -1  -1  -1    -1  -1  -1 100
// 8AM
 -1  -1  -1    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0    0.5    1.0    -1  50  -1  650.0   -1.0    0.7   120  40  40   150 150 150     0   0   0    -1  -1  -1    -1  -1  -1  90
// 9AM
137 127 150    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    80  80  80    70  70  70    -1  -1  -1    -1  -1  -1   -1.0    0.5    1.0    -1  50  -1  650.0   -1.0    0.7   120  40  40   150 150 150     0   0   0    -1  -1  -1    -1  -1  -1  90
// 10AM
 -1  -1  -1    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    80  80  80    70  70  70    -1  -1  -1    -1  -1  -1   -1.0    0.5    1.0    -1  50  -1  650.0   -1.0    0.7   120 100 100   150 150 150     0   0   0    -1  -1  -1    -1  -1  -1  90
// 11AM
 -1  -1  -1    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    80  80  80    70  70  70    -1  -1  -1    -1  -1  -1   -1.0    0.5    1.0    -1  50  -1  650.0   -1.0    0.7   120 100 100   150 150 150     0   0   0    -1  -1  -1    -1  -1  -1  90
// NOON
177 161 191    85  85  85    47  47  47    50  50  69   137 137 202    80  80  80    70  70  70    91  91  91    30  30  30    6.9    0.5    1.0    -1  50   0  650.0  -66.4    0.7   120 100 100   150 150 150     0   0   0     0  85   3    -1  -1  -1  80
// 1PM
 -1  -1  -1    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    80  80  80    70  70  70    -1  -1  -1    -1  -1  -1   -1.0    0.5    1.0   199  50  -1  650.0   -1.0    0.7   120 100 100   150 150 150     0   0   0    -1  -1  -1    -1  -1  -1  70
// 2PM
 -1  -1  -1    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    80  80  80    70  70  70    -1  -1  -1    -1  -1  -1   -1.0    0.5    1.0    -1  50  -1  650.0   -1.0    0.7   120 100 100   150 150 150     0   0   0    -1  -1  -1   101 101 126 100
// 3PM
 -1  -1  -1    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    80  80  80    70  70  70    -1  -1  -1    -1  -1  -1    9.3    0.5    1.0    -1  50  -1  650.0   -1.0    0.7   120 100 100   150 150 150     0   0   0    -1  -1  -1    -1  -1  -1  70
// 4PM
 -1  -1  -1    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    80  80  80    70  70  70    -1  -1  -1    -1  -1  -1   -1.0    0.5    1.0    -1  50  -1  650.0   -1.0    0.7   120 100 100   150 150 150     0   0   0    -1  -1  -1    -1  -1  -1  70
// 5PM
148 144 196    85  85  85    17  18  18    27  30  41    96  96 126    80  80  80    70  70  70   101  79  78    40  39  26   -1.0    0.7    1.0    -1  50  -1  650.0   -1.0    0.7   120  40  40   150 150 150     0   0   0     3 112  18    -1  -1  -1  70
// 6PM
148 146 193    85  85  85    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    0.3    0.9    1.0    -1  50  -1  650.0   -1.0    0.8   120  40  40   150 150 154    -1  -1  -1    -1  -1  -1    -1  -1  -1  80
// 7PM
149 148 191    34  72  92    13  13  14    24  30  40    91  91 114    80  80  80    70  70  70    -1  -1  -1    -1  -1  -1   -1.0    1.6    1.0    -1  50  -1  650.0   -1.0    0.9   120  40  40   150 150 150    -1  -1  -1     3 145  49    -1  -1  -1  80
// 8PM
 -1  -1  -1    66  97 122    -1  -1  -1    -1  -1  -1    -1  -1  -1    40  40  40    70  70  70    79  70  70    42  41  36   -1.0   -1.0    1.0   199  80  -1  650.0   -1.0    1.0   120  40  40    50  50  50    41  41  41    -1  -1  -1    -1  -1  -1  80
// 9PM
 -1  -1  -1    66  97 122    -1  -1  -1    -1  -1  -1    -1  -1  -1    40  40  40    50  50  50    68  68  68    42  42  42   -1.0   -1.0    1.0    -1 100  -1  650.0   -1.0    1.0   100  34  25    50  50  50    -1  -1  -1    -1  -1  -1    -1  -1  -1  80
// 10PM
 -1  -1  -1    66  97 122    -1  -1  -1    -1  -1  -1    -1  -1  -1    40  40  40    50  50  50     0   0   0     0   0   0   -1.0   -1.0    1.0    -1 100  -1  650.0   -1.0    1.0    70  27  10    50  50  50    -1  -1  -1    -1  -1  -1    -1  -1  -1 100
// 11PM
 -1  -1  -1    34  72  96    -1  -1  -1    -1  -1  -1    -1  -1  -1    40  40  40    50  50  50     0   0   0     0   0   0   -1.0   -1.0    1.0    -1 100  -1  650.0   -1.0    1.0    30  20   0    50  50  50    -1  -1  -1    -1  -1  -1    -1  -1  -1 100

//////////////////////////////////////////////////////////////////////////
// FOGGY

// AMBIENT     XXXXXXXX      EMISSION      AMB OBJ      DIR            SKY TOP      SKY BOT       SUNCORE       SUNCORONA   SUNSZ   SPRSZ  SPRBR SHDW LTSHD TREESH FARCLP FOGST LTGRD LOWCLOUDSRGB  TOPCLOUDRGB   BOTCLDRGB     BLURRGB       WATERRGBA
// MIDNIGHT
182 174 174    40  40  40   111 124 124   103 103 103    82  82  90    50  50  50    50  50  50    10  10   0    10   0   0   -1.0    1.8    1.0    60  50   0  108.8 -304.8    1.0    -1  -1  -1    -1  -1  -1    -1  -1  -1     1  12  37   166 163 140 110
// 1AM
 -1  -1  -1    40  40  40    -1  -1  -1    30  30  30    -1  -1  -1    50  50  50    50  50  50    10  10   0    10   0   0    1.4    1.8    1.0    60  50  -1   -1.0   -1.0    1.0    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 2AM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1    50  50  50    50  50  50    10  10   0    10   0   0   -1.0    1.7    1.0    60  50  -1   -1.0   -1.0    1.0    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 3AM
146 171 171    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1    50  50  50    50  50  50    10  10   0    10   0   0   -1.0    1.7    1.0    60  50  -1   -1.0   -1.0    1.0    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 4AM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1    50  50  50    50  50  50    10  10   0    10   0   0   -1.0    1.6    1.0    60  50  -1   -1.0   -1.0    1.0     6   5   5    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 5AM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1    50  50  50    88  86  86    10  10   0    12   0   0    2.2    1.5    1.0    60  50  -1   -1.0   -1.0    1.0    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 6AM
132 121 121    40  40  40    21  19  21    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1     0   0   0    -1  -1  -1   -1.0    1.3    1.0    60  50  -1   -1.0   -1.0    1.2    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 7AM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1   -1.0    1.2    1.0    60  50  -1   -1.0   -1.0    0.6    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 8AM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1   100 100 100   100 100 100    39  39  34    26  15   0    3.4    1.0    1.0    60  50   0   -1.0   -1.0    0.5    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 9AM
 78  86  86    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1   130 130 130   130 130 130    -1  -1  -1    -1  -1  -1   -1.0    1.0    1.0    60  50  -1   -1.0   -1.0    0.4    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 10AM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1   130 130 130   130 130 130    -1  -1  -1    -1  -1  -1   -1.0    1.0    1.0    60  50  -1   -1.0   -1.0    0.3    48  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 11AM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1   180 180 180   180 180 180   109  99  89    11  13   3   -1.0    1.0    1.0    60  50  -1   -1.0   -1.0    0.3    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// NOON
255 255 255    40  40  40    -1  -1  -1    35  35  35    97  97  97   180 180 180   180 180 180    -1  -1  -1    -1  -1  -1    6.8    1.0    1.0    60  50  -1  116.4  -46.9    0.3    -1  -1  -1   113 113 113    45  45  45     3 105 111    84  88  81 110
// 1PM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1   180 180 180   180 180 180    -1  -1  -1    -1  -1  -1   -1.0    1.1    1.0    60  50  -1   -1.0   -1.0    0.3    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 2PM
 -1  -1  -1    40  40  40    -1  -1  -1    -1  -1  -1    -1  -1  -1   180 180 180   180 180 180    -1  -1  -1    -1  -1  -1   -1.0    1.1    1.0    60  50  -1   -1.0   -1.0    0.3    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1    -1  -1  -1 110
// 3PM
